priority,status,score,entity_id,entity_type,canonical_name,description_words,connected_statements,required_statements,evidenced_statements,gaps
P4,catalog,0,c794a29e-99d2-7998-bfd5-160bcc0cbca8,brand,DR Automobiles,40,0,3,0,editorial_promotion_required
P4,catalog,0,447a9766-0d4b-7a1d-83ed-ae69be77b838,brand,Dacia,40,0,3,0,editorial_promotion_required
P4,catalog,0,60a988af-35df-7508-bc64-dbc61e641476,brand,Dacon,38,0,3,0,editorial_promotion_required
P4,catalog,0,e70a1b13-322e-7455-a7d9-945876cbffc8,brand,Daewoo,39,0,3,0,editorial_promotion_required
P4,catalog,0,ee177876-ac4a-7c60-b4da-5711afe95288,brand,Daihatsu,37,0,3,0,editorial_promotion_required
P4,catalog,0,bc32818f-7bb5-7197-95ae-7d96987c2c9c,brand,Daimler,25,0,3,0,editorial_promotion_required
P4,catalog,0,03ad8907-fe54-76da-be71-473097c6be1c,brand,Daimler (British marque),38,0,3,0,editorial_promotion_required
P4,catalog,0,72891abb-4a20-7156-a0dd-cccba04da483,brand,Dallara,40,0,3,0,editorial_promotion_required
P4,catalog,0,c81b913e-b099-70b9-96f6-4788e4783012,brand,Darracq,20,0,3,0,editorial_promotion_required
P4,catalog,0,d19ebe24-ad21-79f2-a953-94c6a0e58cb6,brand,Datsun,37,0,3,0,editorial_promotion_required
P4,catalog,0,fd9318e3-a142-732e-b351-26d544388d65,brand,De Dion-Bouton,37,0,3,0,editorial_promotion_required
P4,catalog,0,daf3612d-a486-7034-b8bc-edd390f21d34,brand,De Tomaso,40,0,3,0,editorial_promotion_required
P4,catalog,0,99d50fcf-3884-7eb8-85af-43eee8d517b1,brand,DeLorean,37,0,3,0,editorial_promotion_required
P4,catalog,0,6ee19e23-2050-7d28-b4df-76d644055cf7,brand,DeSoto,37,0,3,0,editorial_promotion_required
P4,catalog,0,4e64cbff-927b-770b-90e0-f50eb674b62a,brand,Deepal,7,0,3,0,editorial_promotion_required
P4,catalog,0,4f75022d-739b-72bf-a8f3-e2c93c5f907a,brand,Delage,38,0,3,0,editorial_promotion_required
P4,catalog,0,8c887ebb-33cd-77c0-a4ab-09f03cac8b6b,brand,Delahaye,38,0,3,0,editorial_promotion_required
P4,catalog,0,90a7c59e-c142-7aa5-ac6d-0765f294ca54,brand,Denza,39,0,3,0,editorial_promotion_required
P4,catalog,0,82710884-1543-72c9-9294-c819604c1813,brand,Devaux,39,0,3,0,editorial_promotion_required
P4,catalog,0,ede661ce-cddb-77b4-a13e-6c68c52f1911,brand,Dezzi,30,0,3,0,editorial_promotion_required
P4,catalog,0,2f616290-0fd0-7808-bb3c-c1c9292da533,brand,Dodge,37,0,3,0,editorial_promotion_required
P4,catalog,0,3deea547-4b88-71ce-9529-eeb313819a74,brand,Dome,37,0,3,0,editorial_promotion_required
P4,catalog,0,2230baff-024e-739b-b451-45de6a31dd08,brand,Dongfeng,39,0,3,0,editorial_promotion_required
P4,catalog,0,e85641aa-2000-753c-b285-de235446671a,brand,Doninvest,40,0,3,0,editorial_promotion_required
P4,catalog,0,d205a1cd-0539-7ead-80ea-ac1cfb558b29,brand,Donkervoort,39,0,3,0,editorial_promotion_required
P4,catalog,0,c88e1fbb-6232-703e-b120-ced13ea3f2af,brand,Donnet,38,0,3,0,editorial_promotion_required
P4,catalog,0,c39b1de7-5897-74c0-ad64-16113ae6ce5d,brand,Duesenberg,37,0,3,0,editorial_promotion_required
P4,catalog,0,8afc0e76-97d1-771b-87b6-a3feba2132f5,brand,Durant,37,0,3,0,editorial_promotion_required
P4,catalog,0,4d2ead26-b35f-78f9-9960-6d16e7954945,brand,Eagle,37,0,3,0,editorial_promotion_required
P4,catalog,0,3428bbd0-1c71-7f0d-84e6-15658abdf390,brand,Edran,39,0,3,0,editorial_promotion_required
P4,catalog,0,32057d6c-fe9c-765e-9cb0-b8764e51dfbc,brand,Edsel,37,0,3,0,editorial_promotion_required
P4,catalog,0,e8121814-9a82-77f1-8b08-5ae07e7510de,brand,Effa,38,0,3,0,editorial_promotion_required
P4,catalog,0,76fe83f4-87d4-7e56-96ed-08fa4523cbeb,brand,Eicher,41,0,3,0,editorial_promotion_required
P4,catalog,0,a69b5d58-4a1c-763b-8f0b-b6ec62d42b38,brand,Elfin,39,0,3,0,editorial_promotion_required
P4,catalog,0,1d867f62-4f8b-7bec-9d20-ea46482fb001,brand,Engesa,38,0,3,0,editorial_promotion_required
P4,catalog,0,de8f277b-9493-7b63-8d47-1a83bb820875,brand,Envemo,29,0,3,0,editorial_promotion_required
P4,catalog,0,f141a8ea-3836-7189-a345-2adf469375f7,brand,Ermini,31,0,3,0,editorial_promotion_required
P4,catalog,0,72317cfc-4cff-7828-bf88-9b6168d9b80c,brand,Esemka,41,0,3,0,editorial_promotion_required
P4,catalog,0,bdeded2c-ef65-7612-967a-95bb5915e285,brand,Eunos,28,0,3,0,editorial_promotion_required
P4,catalog,0,5ccb1c63-8b2c-7197-a78c-daf1a4351fdf,brand,Exeed,39,0,3,0,editorial_promotion_required
P4,catalog,0,ddc72757-7b16-752d-936d-41f19c49d0c3,brand,FAW,39,0,3,0,editorial_promotion_required
P2,substantial,88.3,01a0102a-57e9-79e4-82b2-6aa9183b80e1,brand,FIAT,59,2,3,2,connected_statements<3
P4,catalog,0,38de6636-4d87-7739-9769-40124b5d09a9,brand,FN,39,0,3,0,editorial_promotion_required
P4,catalog,0,beefde06-11b5-734f-b6b8-48315ec69ce4,brand,FNM,29,0,3,0,editorial_promotion_required
P4,catalog,0,6744db1d-63f9-7881-bb29-cc67c7ce00f6,brand,FPV,39,0,3,0,editorial_promotion_required
P4,catalog,0,6bb3aa7f-6bb9-7888-8640-7658d220b5d6,brand,FSO,40,0,3,0,editorial_promotion_required
P4,catalog,0,d3cd822d-fd10-721c-b24c-2b5b963be9ad,brand,Fangchengbao,39,0,3,0,editorial_promotion_required
P4,catalog,0,e4b3ad04-0386-7805-937f-21d2f190e152,brand,Faraday Future,37,0,3,0,editorial_promotion_required
P4,catalog,0,a3dcfbf2-05f0-7fd3-a821-6912705ccf8a,brand,Farus,38,0,3,0,editorial_promotion_required
P2,substantial,88.3,01a010d9-28c4-766e-a135-aaa1e07de128,brand,Ferrari,46,2,3,2,connected_statements<3
P4,catalog,0,cb6b6fa9-1587-78b3-824d-88b683998f65,brand,Finch,39,0,3,0,editorial_promotion_required
P4,catalog,0,bf829f94-fcb2-73d8-8548-231f3073aeac,brand,Firefly,8,0,3,0,editorial_promotion_required
P4,catalog,0,08d1dc4d-2cfb-7912-afdf-af71e89da124,brand,Fisker,37,0,3,0,editorial_promotion_required
P4,catalog,0,2c4fd14a-290c-7b1c-826d-0399b5457232,brand,Force Motors,41,0,3,0,editorial_promotion_required
P4,catalog,0,fb160519-0c1a-74c0-9561-8d77061975d8,brand,Ford,32,0,3,0,editorial_promotion_required
P4,catalog,0,d00acc98-bb83-79f2-b362-f1273bdb706f,brand,Fornasari,40,0,3,0,editorial_promotion_required
P4,catalog,0,5cd36ca4-acb0-79b7-8ca4-8518d14646e6,brand,Franklin,37,0,3,0,editorial_promotion_required
P4,catalog,0,7bcca833-4184-7c49-a4c1-84990f1ae892,brand,Frazer,37,0,3,0,editorial_promotion_required
P4,catalog,0,aec58d08-99cb-7d5c-abe9-bc83d957b82c,brand,Frazer Nash,38,0,3,0,editorial_promotion_required
P4,catalog,0,b87454c3-d71a-7a57-a2c3-fc9e8761c0b0,brand,GAC,39,0,3,0,editorial_promotion_required
P4,catalog,0,2e7cde30-0f4f-70dd-a93e-aed02d025e88,brand,GAZ,40,0,3,0,editorial_promotion_required
P4,catalog,0,e30e5605-5a43-794d-a536-89ca4c282430,brand,GSM,30,0,3,0,editorial_promotion_required
P4,catalog,0,d17a6182-45d8-79ba-8921-7f46e99a350b,brand,Geely,39,0,3,0,editorial_promotion_required
P4,catalog,0,78ec717e-5f29-7159-a76c-2ae02c5f6067,brand,Genesis,30,0,3,0,editorial_promotion_required
P4,catalog,0,8a3ef0cc-3334-79a4-8950-1cad03bbbd4f,brand,Geo,37,0,3,0,editorial_promotion_required
P4,catalog,0,19e4cc7d-1349-7118-ade6-e3fed804a5ca,brand,Giannini,31,0,3,0,editorial_promotion_required
P4,catalog,0,9eaca1df-6a84-7529-bbb2-cfd44d0749e4,brand,Gilbern,38,0,3,0,editorial_promotion_required
P4,catalog,0,d3482580-29a2-7a22-82a6-0010f8aa41f3,brand,Gillet,39,0,3,0,editorial_promotion_required
P4,catalog,0,56b39093-f79c-7de1-91ae-fe0c3722addf,brand,Ginetta,38,0,3,0,editorial_promotion_required
P4,catalog,0,84530e40-81e8-7220-8900-49ed9247bcd2,brand,Giocattolo,39,0,3,0,editorial_promotion_required
P4,catalog,0,195686a1-f425-7b1b-abf6-913df9382e24,brand,Gordon-Keeble,38,0,3,0,editorial_promotion_required
P4,catalog,0,3e7d6a75-9fd9-70fe-aab1-3ab870efa492,brand,Graham,37,0,3,0,editorial_promotion_required
P4,catalog,0,db686f13-fc13-7282-ae27-995a8b499622,brand,Great Wall,39,0,3,0,editorial_promotion_required
P4,catalog,0,3fe38a6a-3512-7f5e-a4d8-ab776bab0437,brand,Grumett,38,0,3,0,editorial_promotion_required
P2,substantial,76.7,01a01016-ea4c-766d-827a-d7a4341a454d,brand,Gurgel,45,1,3,1,connected_statements<3
P4,catalog,0,1ed463c3-a7c9-7233-aa35-397d58db9e52,brand,HSV,39,0,3,0,editorial_promotion_required
P4,catalog,0,1366e403-4de3-7652-9dc0-139ce8b494a3,brand,Hafei,39,0,3,0,editorial_promotion_required
P4,catalog,0,b37e2eac-2e70-717e-a358-6f51f7739203,brand,Haima,39,0,3,0,editorial_promotion_required
P4,catalog,0,8fe0c70a-c286-769b-8264-b7b1174a862e,brand,Hanomag,38,0,3,0,editorial_promotion_required
P4,catalog,0,6eeb68c8-0614-7bef-a2ff-b2fe95ceb2df,brand,Harper Sports Cars,6,0,3,0,editorial_promotion_required
P4,catalog,0,09c5f428-f2de-7905-95da-ed8436fedf6c,brand,Hartnett,39,0,3,0,editorial_promotion_required
P4,catalog,0,739ee703-760d-7d68-ac15-814f8d042b6a,brand,Haval,39,0,3,0,editorial_promotion_required
P4,catalog,0,eb391d9a-a52e-75dc-9b1c-cd9e791d6aa2,brand,Healey,38,0,3,0,editorial_promotion_required
P4,catalog,0,6bf9a3c0-742e-7886-a700-6a9b02b712e1,brand,Hillman,38,0,3,0,editorial_promotion_required
P4,catalog,0,55f8ed3f-8aec-775f-a57d-f5242f46c4b0,brand,Hindustan,41,0,3,0,editorial_promotion_required
P4,catalog,0,8c410e59-18d8-762e-a89f-910ffe82d73a,brand,Hino,37,0,3,0,editorial_promotion_required
P4,catalog,0,8bd11bc1-73f1-720c-ab9a-c8c15ed3c432,brand,Hispano-Suiza,26,0,3,0,editorial_promotion_required
P4,catalog,0,ccb47504-1d8e-79b0-8b77-a2c024b94182,brand,Hofstetter,29,0,3,0,editorial_promotion_required
P2,substantial,76.7,01a01028-5455-7a84-b0d2-ee6fb10c31b8,brand,Holden,45,1,3,1,connected_statements<3
P4,catalog,0,d46f96f5-6150-78a6-9e6c-1d9982d239dc,brand,Honda,37,0,3,0,editorial_promotion_required
P2,substantial,76.7,01a01028-5447-779e-8317-57316b628d02,brand,Hongqi,45,1,3,1,connected_statements<3
P4,catalog,0,a1d27127-5c28-7135-b5c8-e675435cc7c3,brand,Horch,38,0,3,0,editorial_promotion_required
P4,catalog,0,40188aa0-3557-7f6a-bd17-161f69e6cd49,brand,Hotchkiss,38,0,3,0,editorial_promotion_required
P4,catalog,0,aadc76c1-17b1-7d10-95c1-988968a792cd,brand,Hudson,37,0,3,0,editorial_promotion_required
P4,catalog,0,e47cfdf4-4281-762e-808d-b137443fd21d,brand,Hulme,30,0,3,0,editorial_promotion_required
P4,catalog,0,ee52c393-326f-7077-9128-ffd3ddf5eb9e,brand,Humber,24,0,3,0,editorial_promotion_required
P4,catalog,0,606b373f-977b-7673-883e-e9590243a760,brand,Hummer,37,0,3,0,editorial_promotion_required
P4,catalog,0,80de0957-1c57-700f-a830-e208ad9ab3e4,brand,Hupmobile,37,0,3,0,editorial_promotion_required
P4,catalog,0,f1db0c82-b1b5-73da-a83c-509e46702c0a,brand,Hurtan,39,0,3,0,editorial_promotion_required
P4,catalog,0,c0fc7e39-3ccc-7a68-8122-11be44159607,brand,Hyundai,39,0,3,0,editorial_promotion_required
P4,catalog,0,e7f68ccd-65a5-78b0-9ba0-7ff9fbefe208,brand,IKA,38,0,3,0,editorial_promotion_required
P4,catalog,0,68c91c11-8df1-7594-b194-41f804d3f038,brand,IM Motors,39,0,3,0,editorial_promotion_required
P4,catalog,0,12b282b3-1ac4-77a8-98a7-43de78a1c72d,brand,IVEMA,30,0,3,0,editorial_promotion_required
P4,catalog,0,b2ebb808-13b2-779f-bdd6-8ff09c72f7a9,brand,IZh,40,0,3,0,editorial_promotion_required
P4,catalog,0,c73bccc0-2fa1-7643-8ff1-84a943346fb5,brand,Imperia,39,0,3,0,editorial_promotion_required
P4,catalog,0,86561742-51f0-7da9-ae8b-9622e8c9bb49,brand,Imperial,37,0,3,0,editorial_promotion_required
P4,catalog,0,712449f1-e3bf-7afe-ab2f-552643e50f79,brand,Indio,29,0,3,0,editorial_promotion_required
P4,catalog,0,ffc71753-9b27-7e7f-8cf9-d89dd3a6e0b8,brand,Ineos,38,0,3,0,editorial_promotion_required
P4,catalog,0,40e34b59-a12b-7914-a704-dc41691b611b,brand,Infiniti,37,0,3,0,editorial_promotion_required
P4,catalog,0,423d0a7d-53dc-756a-a4a4-8e02dacd157d,brand,Innocenti,40,0,3,0,editorial_promotion_required
P4,catalog,0,c5a461cf-97f7-7f3f-9a78-a7c7e28b7d84,brand,Innoson,39,0,3,0,editorial_promotion_required
P4,catalog,0,7edcb429-fde6-7aca-b3d7-d55acab3b67a,brand,Intermeccanica,40,0,3,0,editorial_promotion_required
P4,catalog,0,71bb527c-cf1c-7dca-850e-3db081cac48e,brand,Invicta,38,0,3,0,editorial_promotion_required
P4,catalog,0,42811071-1737-7ba9-8422-a10849754062,brand,Iran Khodro,41,0,3,0,editorial_promotion_required
P4,catalog,0,32b67207-185e-7f01-93b3-4bb319889633,brand,Iso,40,0,3,0,editorial_promotion_required
P4,catalog,0,77742aeb-6444-7926-b3d5-6f4dfa496bb8,brand,Isotta Fraschini,23,0,3,0,editorial_promotion_required
P4,catalog,0,0f172eb4-d628-71cd-945e-8281e7dcfeca,brand,Isuzu,37,0,3,0,editorial_promotion_required
P4,catalog,0,4cfdd534-ae93-7e46-b8ec-dfcce245d8dd,brand,Itala,26,0,3,0,editorial_promotion_required
P4,catalog,0,5619e133-7125-73a6-8e84-a57dad55da72,brand,JAC,39,0,3,0,editorial_promotion_required
P4,catalog,0,9f21639b-0569-71dd-9e92-8e9de511e0b2,brand,JPX,38,0,3,0,editorial_promotion_required
P4,catalog,0,c5589bf9-237e-7938-b5e5-b94781bd91e9,brand,Jaecoo,39,0,3,0,editorial_promotion_required
P4,catalog,0,4646bf8b-ad4d-7f6c-b974-e40b60c62d02,brand,Jaguar,38,0,3,0,editorial_promotion_required
P4,catalog,0,3d77fe1c-0c08-7368-a6b9-4d68167b0816,brand,Jawa,38,0,3,0,editorial_promotion_required
P4,catalog,0,d493565d-ff9a-7cde-835b-99542fb7a965,brand,Jeep,37,0,3,0,editorial_promotion_required
P4,catalog,0,4ebc4a54-a565-74e2-8710-cfd33b0249ac,brand,Jensen,38,0,3,0,editorial_promotion_required
P4,catalog,0,ac42c622-3dd8-70f1-a01b-46ae094acc1d,brand,Jetour,39,0,3,0,editorial_promotion_required
P4,catalog,0,5af9a0c1-0ade-76a2-a504-6d7a01be8c06,brand,Joss,30,0,3,0,editorial_promotion_required
P4,catalog,0,4b91b344-e822-7837-bc46-9954af9c77a3,brand,Justicialista,38,0,3,0,editorial_promotion_required
P4,catalog,0,0e77605e-8176-7960-abc5-ae1cc7a57413,brand,KGM,39,0,3,0,editorial_promotion_required
P4,catalog,0,a901e938-785a-768d-8c78-8437ed6619b0,brand,KTM X-Bow,40,0,3,0,editorial_promotion_required
P4,catalog,0,3fdfbff2-7e5c-7339-b215-4c10b9fe7088,brand,Kaiser,37,0,3,0,editorial_promotion_required
P4,catalog,0,ec79712c-7712-792b-accc-5caf25334098,brand,Kantanka,39,0,3,0,editorial_promotion_required
P4,catalog,0,ee89ff4f-6cfa-7119-9f57-74638a97acf8,brand,Karma,37,0,3,0,editorial_promotion_required
P4,catalog,0,897472c5-6fb3-7993-ae85-bb6c6035e1c7,brand,Kia,39,0,3,0,editorial_promotion_required
P4,catalog,0,1c9bc5fd-1a73-7e43-bb5c-3125708a848a,brand,Kiira,39,0,3,0,editorial_promotion_required
P4,catalog,0,43a7dfb8-bf3e-7453-b225-d3e4c22adb1b,brand,Koenigsegg,39,0,3,0,editorial_promotion_required
P4,catalog,0,fff92131-5928-7cf6-9090-c8dfb1b35b2d,brand,LEVC,38,0,3,0,editorial_promotion_required
P4,catalog,0,24e21a3e-7559-76e6-a870-5a5a7efc8b3e,brand,LaSalle,37,0,3,0,editorial_promotion_required
P4,catalog,0,a110e5dc-a566-70dc-8cba-17629908bdeb,brand,Lada,40,0,3,0,editorial_promotion_required
P4,catalog,0,8f6ec2e8-f8ba-7666-83e7-de5bca286f07,brand,Lafer,38,0,3,0,editorial_promotion_required
P4,catalog,0,e24066a0-3cb3-7d48-9560-4095621f261e,brand,Lagonda,38,0,3,0,editorial_promotion_required
P2,substantial,76.7,01a010d9-28c6-75ce-9e74-78e287675339,brand,Lamborghini,45,1,3,1,connected_statements<3
P4,catalog,0,b5b98ae6-87a0-7d3b-99d4-5b290ce9da22,brand,Lanchester,38,0,3,0,editorial_promotion_required
P2,substantial,76.7,01a01030-3312-7d84-9a7e-34630d64f2b9,brand,Lancia,46,1,3,1,connected_statements<3
P2,substantial,76.7,01a010d9-28c4-7348-b3c2-bb473308aff8,brand,Land Rover,48,1,3,1,connected_statements<3
P4,catalog,0,0586008e-3ca6-7013-aede-44199bb93eaa,brand,Laraki,39,0,3,0,editorial_promotion_required
P4,catalog,0,f7341027-45ad-7af8-bfdc-f957857a517e,brand,Laurin & Klement,25,0,3,0,editorial_promotion_required
P4,catalog,0,9ac6b546-d4c4-70db-ab47-e6c77f577a57,brand,Leapmotor,39,0,3,0,editorial_promotion_required
P4,catalog,0,d700c8c2-b71c-7125-b73c-6d892921c8d9,brand,Lexus,37,0,3,0,editorial_promotion_required
P4,catalog,0,8f11aa64-60c6-701a-848d-d1f95ed9523c,brand,Leyland Australia,39,0,3,0,editorial_promotion_required
P4,catalog,0,f5a2ac23-168d-7aae-bd68-6392d0d4a92a,brand,Li Auto,39,0,3,0,editorial_promotion_required
P4,catalog,0,83135716-a6d7-7e14-8720-41dc54651ac8,brand,Lifan,39,0,3,0,editorial_promotion_required
P4,catalog,0,63aaf628-8388-79b4-8f09-f1e894b4c6b5,brand,Lightburn,39,0,3,0,editorial_promotion_required
P4,catalog,0,13dbd5cf-8c6f-7d0f-9161-e73da74c8686,brand,Lightyear,39,0,3,0,editorial_promotion_required
P2,substantial,76.7,df74636c-86e5-7fc1-a589-5068a6884195,brand,Lincoln,42,1,3,1,connected_statements<3
P4,catalog,0,08a708ec-5ec6-7a90-8f6e-b67a10aa619a,brand,Lobini,38,0,3,0,editorial_promotion_required
P4,catalog,0,f6c0cc8a-6ecd-7a35-be51-6579e14fece6,brand,Locomobile,27,0,3,0,editorial_promotion_required
P4,catalog,0,821b1ab8-28d4-7ac2-92a0-ce4b14fa8613,brand,Lordstown,28,0,3,0,editorial_promotion_required
P4,catalog,0,5e57105e-1b7c-79da-8d56-520dac4defa4,brand,Lorraine-Dietrich,38,0,3,0,editorial_promotion_required
P4,catalog,0,81007761-33f5-770e-8be1-07ea48e783a3,brand,Lotus,38,0,3,0,editorial_promotion_required
P4,catalog,0,3a138495-ca2e-7e05-89c3-d0bd1e06d8f5,brand,LuAZ,40,0,3,0,editorial_promotion_required
P4,catalog,0,ba909757-a4d3-7945-ad2d-2e28bb5b906b,brand,Lucid,37,0,3,0,editorial_promotion_required
P4,catalog,0,f249aa01-706a-79fe-95e7-744f840847ad,brand,Luxgen,39,0,3,0,editorial_promotion_required
P4,catalog,0,f1237a54-0b5f-71ac-a1bb-8a004ee779f6,brand,Lynk & Co,39,0,3,0,editorial_promotion_required
P4,catalog,0,8d481a35-05cd-72ce-b094-580ff8e3302d,brand,MG,38,0,3,0,editorial_promotion_required
P4,catalog,0,3a6845de-e938-7aec-b64a-23c0cb8b745b,brand,MVM,32,0,3,0,editorial_promotion_required
P4,catalog,0,53e2aa3d-661b-75b7-a543-f7e7fff99b70,brand,Mahindra,41,0,3,0,editorial_promotion_required
P4,catalog,0,d95a861d-5b80-7d65-b2c1-bb986f33ecba,brand,Marcos,38,0,3,0,editorial_promotion_required
P4,catalog,0,ad6f678c-8833-79cc-b201-c4a9e95c1122,brand,Marmon,37,0,3,0,editorial_promotion_required
P4,catalog,0,646838e9-9b80-727b-beda-fbbe57072b72,brand,Marussia,40,0,3,0,editorial_promotion_required
P4,catalog,0,7fad4ad7-3360-754d-b55e-42399fb1d3e6,brand,Maruti Suzuki,41,0,3,0,editorial_promotion_required
P4,catalog,0,55952030-c3ee-7407-9cd3-51a580a4492e,brand,Maserati,40,0,3,0,editorial_promotion_required
P4,catalog,0,c5941604-d5c2-7e08-bab2-951c381af1cc,brand,Mastretta,37,0,3,0,editorial_promotion_required
P4,catalog,0,13c8ba7e-d9b8-726b-9cf4-94ef7cededee,brand,Mathis,38,0,3,0,editorial_promotion_required
P4,catalog,0,b8ae024d-4f32-7b0c-8091-326b2714dd57,brand,Maxus,39,0,3,0,editorial_promotion_required
P4,catalog,0,224c7c19-fce8-74d1-9a8a-81c907338801,brand,Maxwell,17,0,3,0,editorial_promotion_required
P4,catalog,0,11e12eda-2f47-7622-af68-60b27044a09a,brand,Maybach,38,1,3,1,editorial_promotion_required
P4,catalog,0,ef2c5fdd-bbbd-7ca5-8706-25b50e8ad905,brand,Mazda,37,0,3,0,editorial_promotion_required
P4,catalog,0,9b23f73d-adb4-7839-96ab-4fc8eb116502,brand,Mazzanti,40,0,3,0,editorial_promotion_required
P4,catalog,0,1bdbcf50-2bb7-79c2-92db-e17afad4b49b,brand,McLaren,38,0,3,0,editorial_promotion_required
P4,catalog,0,23aaf8d5-cb55-7850-8265-5467643ec388,brand,McLaughlin,37,0,3,0,editorial_promotion_required
P4,catalog,0,101b9bb6-2638-7f67-923e-7db231aa484a,brand,Mean Metal Motors,32,0,3,0,editorial_promotion_required
P4,catalog,0,7cff6c9e-df5b-734e-b043-07a3f2d1ac47,brand,Melkus,40,0,3,0,editorial_promotion_required
P4,catalog,0,9ec8c90a-3cbf-7576-ac6c-5c984fa3a5f7,brand,Menara,30,0,3,0,editorial_promotion_required
P4,catalog,0,eb0a0e51-2d35-7599-b005-c1c0e0ebcdff,brand,Mercedes-Benz,28,1,3,1,editorial_promotion_required
P4,catalog,0,71228398-a534-7074-b97d-665345b5295f,brand,Mercury,37,0,3,0,editorial_promotion_required
P4,catalog,0,65b450e5-9f93-7b61-9c1f-140ab319d780,brand,Minerva,39,0,3,0,editorial_promotion_required
P4,catalog,0,4c51f5e7-f68c-7808-826d-167d64930735,brand,Mini,38,0,3,0,editorial_promotion_required
P4,catalog,0,adb6495f-3804-7961-a486-d3140c6c783b,brand,Mitsubishi,37,0,3,0,editorial_promotion_required
P4,catalog,0,9e157947-2bd4-70bc-b779-41f59b2cb8f9,brand,Mitsuoka,37,0,3,0,editorial_promotion_required
P4,catalog,0,96cf5f47-2555-77e4-a6a0-6839a49376d6,brand,Miura,29,0,3,0,editorial_promotion_required
P4,catalog,0,adac9c92-6ef1-7f4d-95b8-8c2c4fac939c,brand,Mobius,39,0,3,0,editorial_promotion_required
P4,catalog,0,90f1701d-3d74-768d-870c-f54a7eebea92,brand,Monteverdi,40,0,3,0,editorial_promotion_required
P4,catalog,0,bddc5134-2616-7f0a-852c-f95f81ba1908,brand,Moon,37,0,3,0,editorial_promotion_required
P4,catalog,0,17f61a60-348f-7951-8103-1c9a128bd033,brand,Moretti,40,0,3,0,editorial_promotion_required
P4,catalog,0,1030d10f-c641-7de7-b141-d710a5cf37f1,brand,Morgan,38,0,3,0,editorial_promotion_required
P4,catalog,0,ad91fe9b-3718-7aac-ba95-50c45c76a113,brand,Morris,38,0,3,0,editorial_promotion_required
P4,catalog,0,9e587890-d69b-7455-b6f3-ecca1dd97775,brand,Mors,28,0,3,0,editorial_promotion_required
P4,catalog,0,2f6449b7-d701-7569-9c53-63f6244f0dfd,brand,Moskvitch,40,0,3,0,editorial_promotion_required
P4,catalog,0,9a97bc18-0270-7994-b671-3eeb918a80eb,brand,Mosler,37,0,3,0,editorial_promotion_required
P4,catalog,0,2be9223a-95de-71a4-bdec-b1e542fd6607,brand,NEVS,39,0,3,0,editorial_promotion_required
P4,catalog,0,0a707596-1329-79f1-acd1-cae3bba60156,brand,NSU,38,0,3,0,editorial_promotion_required
P4,catalog,0,e774b9ca-9331-7c36-ae66-8bea53f19d41,brand,Nanjing,39,0,3,0,editorial_promotion_required
P4,catalog,0,4c084fd0-1235-797b-92a3-1de8b84b18e5,brand,Napier,21,0,3,0,editorial_promotion_required
P4,catalog,0,b4273c6c-7c82-7d41-8531-0873a161bb97,brand,Nardi,40,0,3,0,editorial_promotion_required
P4,catalog,0,ec72cb45-0ef9-7a25-9df4-d4006e245595,brand,Nash,37,0,3,0,editorial_promotion_required
P4,catalog,0,6bfee86e-d5b9-7d6f-97eb-25e3bfd73ac0,brand,Neta,39,0,3,0,editorial_promotion_required
P4,catalog,0,82d25b2d-9629-79ec-93e5-e5a62515a8ee,brand,Nio,39,0,3,0,editorial_promotion_required
P4,catalog,0,d0a21da7-5fc5-737d-85f3-ce621f037132,brand,Nissan,37,0,3,0,editorial_promotion_required
P4,catalog,0,f45d11e3-1e44-7611-a63a-616e83b8b114,brand,Noble,38,0,3,0,editorial_promotion_required
P4,catalog,0,6c2131c1-b404-7b78-841e-7c25e357e8e6,brand,Nota,39,0,3,0,editorial_promotion_required
P4,catalog,0,698ef6d4-39b3-7a67-8483-1e6baa045cf3,brand,OM,40,0,3,0,editorial_promotion_required
P4,catalog,0,abb65a05-2300-741b-a0cb-210c7dd0b7d4,brand,OSCA,40,0,3,0,editorial_promotion_required
P4,catalog,0,b9a7c0a4-aa09-776c-9969-9acce8a863f1,brand,Oakland,37,0,3,0,editorial_promotion_required
P4,catalog,0,0f3dfad5-3d06-7acf-b6ef-0bb9c865a2c1,brand,Obvio!,38,0,3,0,editorial_promotion_required
P4,catalog,0,42272c80-3b0c-717d-8e93-7d39e818ca4d,brand,Ohta,37,0,3,0,editorial_promotion_required
P4,catalog,0,1178bc00-98c9-742d-b6b6-b8f57d53ad2f,brand,Ola Electric,41,0,3,0,editorial_promotion_required
P2,substantial,76.7,01a0102a-57eb-7517-bd03-02951e02850f,brand,Oldsmobile,46,1,3,1,connected_statements<3
P4,catalog,0,cd5e4b3c-3d33-7fb4-816e-761e3928db07,brand,Oltcit,40,0,3,0,editorial_promotion_required
P4,catalog,0,5b19bda4-a243-7671-a6a8-269acf0dae71,brand,Omoda,39,0,3,0,editorial_promotion_required
P4,catalog,0,070affde-54e7-7158-b8a9-f4e91ac46582,brand,Onvo,8,0,3,0,editorial_promotion_required
P4,catalog,0,abb50118-b0ea-75a8-92e7-3c7c992319cb,brand,Opel,24,0,3,0,editorial_promotion_required
P4,catalog,0,715ad2f5-cca1-7423-9aa8-98d8b14fd320,brand,Optimal Energy,39,0,3,0,editorial_promotion_required
