priority,status,score,entity_id,entity_type,canonical_name,description_words,connected_statements,required_statements,evidenced_statements,gaps
P4,catalog,0,8c6bf04e-c9da-7938-8d00-1635b34179af,brand,Ora,39,0,3,0,editorial_promotion_required
P4,catalog,0,87d3834b-f7ce-7285-af82-3528b731217e,brand,Packard,23,0,3,0,editorial_promotion_required
P4,catalog,0,fda0f19f-544d-77f7-99b8-8bb3f73fe507,brand,Pagani,40,0,3,0,editorial_promotion_required
P4,catalog,0,5d46af91-6b22-781c-a073-6094e99adc23,brand,Panhard,38,0,3,0,editorial_promotion_required
P4,catalog,0,01caa476-f14c-705a-a2c1-fc1bb65de34d,brand,Panhard & Levassor,35,0,3,0,editorial_promotion_required
P4,catalog,0,a78a8660-8fb5-7225-98bb-250ef7632bfe,brand,Panoz,37,0,3,0,editorial_promotion_required
P4,catalog,0,770f9ea4-40ff-73aa-a0e5-0d88918d5bc9,brand,Panther,38,0,3,0,editorial_promotion_required
P4,catalog,0,d7019bf8-4782-7431-9d3c-6a915d69bdac,brand,Pars Khodro,41,0,3,0,editorial_promotion_required
P4,catalog,0,288ac4ce-ee61-7460-8104-1290be959326,brand,Paykan,41,0,3,0,editorial_promotion_required
P4,catalog,0,973fa4c1-2812-7f01-af49-7f422d133eb5,brand,Peerless,30,0,3,0,editorial_promotion_required
P4,catalog,0,e925a72e-72c4-7ed6-a813-1fc2de305be8,brand,Peerless GT,38,0,3,0,editorial_promotion_required
P4,catalog,0,36038ca4-0218-72d8-853c-76345635859f,brand,Pegaso,39,0,3,0,editorial_promotion_required
P4,catalog,0,8b1db449-3566-7704-9256-1b81813ada7b,brand,Perana,30,0,3,0,editorial_promotion_required
P4,catalog,0,c4a7442f-5f4d-7072-b581-769fb27e1f99,brand,Perodua,41,0,3,0,editorial_promotion_required
P3,complete,100.0,01a0102a-57e7-7f2b-bebc-fd556c26e81f,brand,Peugeot,59,3,3,3,
P4,catalog,0,186655b7-5751-77d0-8e50-83ee391b4ac9,brand,Pierce-Arrow,22,0,3,0,editorial_promotion_required
P4,catalog,0,d6032db8-bbd0-7f65-bd94-4b645c56bba9,brand,Pindad,32,0,3,0,editorial_promotion_required
P4,catalog,0,a66dc7cf-b732-7640-9dc4-aaf82c28523a,brand,Pininfarina,40,0,3,0,editorial_promotion_required
P4,catalog,0,abccb2ce-0124-7145-8f82-e87909fadc81,brand,Plymouth,37,0,3,0,editorial_promotion_required
P4,catalog,0,78f40c70-1687-7701-85aa-215a23aacf87,brand,Polestar,39,0,3,0,editorial_promotion_required
P4,catalog,0,af702364-754d-70d4-95b5-25ac214173c0,brand,Pontiac,37,0,3,0,editorial_promotion_required
P4,catalog,0,d66bf8e2-9eb0-734c-9bc8-26da620814f3,brand,Portaro,39,0,3,0,editorial_promotion_required
P4,catalog,0,7db80a89-2d91-7fa1-a6c3-ff5aebeac381,brand,Praga,38,0,3,0,editorial_promotion_required
P4,catalog,0,959133ad-8db3-7656-a647-d30048337238,brand,Pravaig,32,0,3,0,editorial_promotion_required
P4,catalog,0,730d5835-bb8a-7ae2-95c6-303c27409185,brand,Premier,41,0,3,0,editorial_promotion_required
P4,catalog,0,2a8c9fa8-8d04-7b2b-8906-b4feaff7e1d5,brand,Prince,37,0,3,0,editorial_promotion_required
P4,catalog,0,b746aafd-1c99-740e-ac1b-840d358053e9,brand,Princess,38,0,3,0,editorial_promotion_required
P4,catalog,0,2e06f3af-078c-78d9-97a1-92832cdab09c,brand,Proto Motors,39,0,3,0,editorial_promotion_required
P4,catalog,0,a9f49f6a-cf9d-7e98-a2d9-c6372b68c388,brand,Proton,41,0,3,0,editorial_promotion_required
P4,catalog,0,a4374f7d-c377-7177-9eb7-8af6119503fc,brand,Puma,38,0,3,0,editorial_promotion_required
P4,catalog,0,2a2af513-32aa-79f5-928e-4a1aa769a67a,brand,Pur Sang,29,0,3,0,editorial_promotion_required
P4,catalog,0,926742b5-542e-7aa8-8528-e72dd028a4b8,brand,Purvis,39,0,3,0,editorial_promotion_required
P4,catalog,0,956d737a-3586-7fc4-9aa5-cf2402bf1c6b,brand,Qoros,39,0,3,0,editorial_promotion_required
P4,catalog,0,5afb3e9f-b7a8-7e79-b7e7-cdb8ac0194f1,brand,Qvale,40,0,3,0,editorial_promotion_required
P4,catalog,0,d184d514-6e6e-7e45-a2e7-e9c0eec315cd,brand,REO,25,0,3,0,editorial_promotion_required
P4,catalog,0,9218f294-f21f-760d-9383-1fee95930abe,brand,Radical,38,0,3,0,editorial_promotion_required
P4,catalog,0,1fd97734-4c52-7ef3-86eb-449e70ce91b6,brand,Rambler,27,0,3,0,editorial_promotion_required
P4,catalog,0,b3c2cf0b-5936-7190-8874-639198e10162,brand,Range Rover,38,0,3,0,editorial_promotion_required
P4,catalog,0,939df878-33a6-7083-be94-16f6973e8232,brand,Rastrojero,38,0,3,0,editorial_promotion_required
P4,catalog,0,666d6c1b-5b93-771d-a6f4-59e02e367588,brand,Reliant,38,0,3,0,editorial_promotion_required
P2,substantial,76.7,01a010d9-28c8-734b-8208-0888551089ec,brand,Renault,48,1,3,1,connected_statements<3
P4,catalog,0,ac780554-3adc-749c-a2cd-b3769f096384,brand,Renault Korea,39,0,3,0,editorial_promotion_required
P4,catalog,0,a0aee1e0-75f5-78b1-8219-c7bf68cb2f31,brand,Reva,32,0,3,0,editorial_promotion_required
P4,catalog,0,cb74b581-4337-772a-9bbd-cf9bf3ee6de0,brand,Riley,38,0,3,0,editorial_promotion_required
P4,catalog,0,ef7a7276-dc14-72c6-993d-5df3d7a4396f,brand,Rimac,40,0,3,0,editorial_promotion_required
P4,catalog,0,1b7bc783-98d8-7fde-ba6d-632e1e2e3ba3,brand,Rivian,37,0,3,0,editorial_promotion_required
P4,catalog,0,c479a0d9-719a-7309-a134-e686f8f15db0,brand,Rochet-Schneider,21,0,3,0,editorial_promotion_required
P4,catalog,0,e9565139-993e-7f77-a66d-745f56559437,brand,Roewe,39,0,3,0,editorial_promotion_required
P2,substantial,88.3,01a0102a-57e9-7402-b40c-17fe692810ec,brand,Rolls-Royce,58,2,3,2,connected_statements<3
P4,catalog,0,ff3c4b26-cc0a-70c0-9161-4abf23357290,brand,Rootes Australia,39,0,3,0,editorial_promotion_required
P4,catalog,0,00c2209a-47dc-7802-98c6-8c71a71d3662,brand,Rosengart,38,0,3,0,editorial_promotion_required
P4,catalog,0,604771a0-1e39-7c8b-b0cc-fc016a944994,brand,Rover,38,0,3,0,editorial_promotion_required
P4,catalog,0,3252f82f-a0c6-7a4c-a84b-4ead11515ad1,brand,Ruxton,37,0,3,0,editorial_promotion_required
P4,catalog,0,745a337a-1cfa-70ba-8962-a40c2161d957,brand,Rába,40,0,3,0,editorial_promotion_required
P4,catalog,0,a8704304-70fc-761a-82ed-1c9308a60acd,brand,SAIC,39,0,3,0,editorial_promotion_required
P4,catalog,0,1412b255-52d8-74df-9e4c-d23f43cac98b,brand,SEAT,39,0,3,0,editorial_promotion_required
P4,catalog,0,5aae295b-d6f6-79cb-a4f9-35e1e270126a,brand,SMZ,31,0,3,0,editorial_promotion_required
P4,catalog,0,9259a918-61a2-7a60-b592-d4b4d097e13b,brand,SS Cars,38,0,3,0,editorial_promotion_required
P4,catalog,0,1e1bafc3-5e2e-7ff2-9d79-a09296fbb89c,brand,SSC North America,37,0,3,0,editorial_promotion_required
P4,catalog,0,e12d2891-609c-72c9-bd51-0a10bab7e146,brand,Saab,39,0,3,0,editorial_promotion_required
P4,catalog,0,69ad6dc1-135d-757d-97e4-2bf2654c2d7b,brand,Sachsenring,40,0,3,0,editorial_promotion_required
P4,catalog,0,b341dece-4f9e-767c-8e3e-6ec8222e4173,brand,Sado,30,0,3,0,editorial_promotion_required
P4,catalog,0,512bb56f-120d-784d-9b0d-9f08d3fe837e,brand,Saipa,41,0,3,0,editorial_promotion_required
P4,catalog,0,0649e989-daf9-7a99-a82d-6dba1eec72fb,brand,Saker,39,0,3,0,editorial_promotion_required
P4,catalog,0,e34f4d98-33bc-7f4c-8633-0971e358374b,brand,Saleen,37,0,3,0,editorial_promotion_required
P4,catalog,0,a75b31ec-90c0-7801-a9e9-dcd23223f60e,brand,Salmson,38,0,3,0,editorial_promotion_required
P4,catalog,0,327ba5c2-283a-7fad-92e1-2549184a00e7,brand,Samsung Motors,39,0,3,0,editorial_promotion_required
P4,catalog,0,d934ad20-f1d6-73c9-9ed8-cdb0e6e9ea9c,brand,San Storm,41,0,3,0,editorial_promotion_required
P4,catalog,0,26cb46db-2c2e-7176-bd7a-9ee7c704019c,brand,Santa Matilde,38,0,3,0,editorial_promotion_required
P4,catalog,0,996da123-23c8-79bc-aaa4-a238b8f44cee,brand,Santana,39,0,3,0,editorial_promotion_required
P4,catalog,0,aeadee91-3ac0-7aef-b783-267d7d9af69c,brand,Saturn,37,0,3,0,editorial_promotion_required
P4,catalog,0,5bfcc921-cab8-77ed-973d-857dc0aa1314,brand,Scion,37,0,3,0,editorial_promotion_required
P4,catalog,0,bda45b5b-71fe-73af-8ffe-f13f82125e7b,brand,Serenissima,40,0,3,0,editorial_promotion_required
P4,catalog,0,c45812b9-d719-7fe1-9294-97682af6a421,brand,Seres,39,0,3,0,editorial_promotion_required
P4,catalog,0,e0b30932-acf2-7f52-befb-c61cd7259182,brand,Shelby,37,0,3,0,editorial_promotion_required
P4,catalog,0,34cbc671-9bc2-7fe2-bda2-c011c85ff7bd,brand,Siam Di Tella,38,0,3,0,editorial_promotion_required
P4,catalog,0,9fe026b3-6b6c-75f3-b9d0-e7b045f53daf,brand,Siata,40,0,3,0,editorial_promotion_required
P4,catalog,0,de3c3626-b58a-707c-bffb-b9bc95a7a5b0,brand,Simca,38,0,3,0,editorial_promotion_required
P4,catalog,0,d15612ee-c3ae-72dd-8fc3-7e1f59fb3463,brand,Singer,38,0,3,0,editorial_promotion_required
P4,catalog,0,51ef9c67-7a3a-73fa-893d-5a33640cd02d,brand,Sipani,41,0,3,0,editorial_promotion_required
P4,catalog,0,fa187b30-f3c5-7832-8100-3cf693db864e,brand,Skelta,30,0,3,0,editorial_promotion_required
P4,catalog,0,cea484f3-d2c3-78ec-8146-0d9aa58b246e,brand,Skywell,30,0,3,0,editorial_promotion_required
P4,catalog,0,8df80d06-8f66-7c69-b368-6c5dc88e8fe5,brand,Sollers,40,0,3,0,editorial_promotion_required
P4,catalog,0,51e3cca0-c289-722e-bf25-6bc50b3cd445,brand,Soueast,39,0,3,0,editorial_promotion_required
P4,catalog,0,8b9f0d23-33ba-72b6-a18b-c991e30aa503,brand,Southern Cross,5,0,3,0,editorial_promotion_required
P4,catalog,0,8eee703b-f4af-7852-b731-bb1769d65619,brand,Spania GTA,39,0,3,0,editorial_promotion_required
P4,catalog,0,d22d92f3-41c8-72a2-914e-5cd6d8897f90,brand,Spyker,39,0,3,0,editorial_promotion_required
P4,catalog,0,227dd5de-7464-7c60-aa66-b04a7fe13c81,brand,SsangYong,39,0,3,0,editorial_promotion_required
P4,catalog,0,98066147-1e2e-74ca-b7fd-df78b41eb750,brand,Standard,38,0,3,0,editorial_promotion_required
P4,catalog,0,a94e37b8-7689-78e9-adc8-f48e124f7411,brand,Standard India,32,0,3,0,editorial_promotion_required
P4,catalog,0,5cd91f7c-3287-7c9e-ad2d-b60169cbff85,brand,Stanguellini,40,0,3,0,editorial_promotion_required
P4,catalog,0,ef6d0af2-f97f-7c0a-a1d2-8a38c5474df7,brand,Star,37,0,3,0,editorial_promotion_required
P4,catalog,0,6362bf56-9070-78e3-9906-70de83a29108,brand,Steyr,38,0,3,0,editorial_promotion_required
P4,catalog,0,b48953d8-f1e7-767a-95b2-9a37a003c764,brand,Studebaker,26,0,3,0,editorial_promotion_required
P4,catalog,0,22405feb-647b-732f-82be-493445996d0a,brand,Stutz,37,0,3,0,editorial_promotion_required
P4,catalog,0,6c93da37-a355-72be-9fea-9c8c7ae87d13,brand,Subaru,37,0,3,0,editorial_promotion_required
P4,catalog,0,6a186f83-5376-7ed6-a81d-03bc59402323,brand,Suminoe,28,0,3,0,editorial_promotion_required
P4,catalog,0,306a5b05-cd84-7f11-99f0-25ebdbab84be,brand,Sunbeam,38,0,3,0,editorial_promotion_required
P4,catalog,0,e1a0bfef-53ae-7f7f-a1f5-9cb3beba87aa,brand,Suzuki,37,0,3,0,editorial_promotion_required
P4,catalog,0,caeafe60-9e1a-7dd9-b2af-68da8fa0a1a0,brand,Syrena,40,0,3,0,editorial_promotion_required
P4,catalog,0,652ca296-63e5-7bc9-b49a-85b50775aa27,brand,TVR,38,0,3,0,editorial_promotion_required
P4,catalog,0,85d7828e-4ec1-7268-a7eb-731109734a78,brand,Tac Motors,29,0,3,0,editorial_promotion_required
P4,catalog,0,7ccb6ac1-cbf8-7b13-bfe2-cb79d6f80cb9,brand,TagAZ,40,0,3,0,editorial_promotion_required
P4,catalog,0,9b347ff2-fd81-71e9-8b59-464d6d105994,brand,Takeoka,37,0,3,0,editorial_promotion_required
P4,catalog,0,9abd2b9d-b534-7b8d-91bd-a30b5368b900,brand,Talbot,38,0,3,0,editorial_promotion_required
P4,catalog,0,f6df7fe2-3972-72c7-a28e-4436c5f5b9b5,brand,Tama,28,0,3,0,editorial_promotion_required
P4,catalog,0,4ce8eb27-e506-7cd6-96f5-b0d1fc45f56a,brand,Tata,41,0,3,0,editorial_promotion_required
P4,catalog,0,bc46843e-80e6-7cef-87ea-facbb1c4e96d,brand,Tatra,28,0,3,0,editorial_promotion_required
P4,catalog,0,05eb52af-27b8-70e0-8b00-5f5b8801774a,brand,Tesla,37,0,3,0,editorial_promotion_required
P4,catalog,0,ccbb4e7a-fffa-75d6-be32-7606582f5e9d,brand,Thai Rung,41,0,3,0,editorial_promotion_required
P4,catalog,0,714c105e-e83e-7d41-91bf-b1b2cfbd2204,brand,Think,39,0,3,0,editorial_promotion_required
P4,catalog,0,e51a5d28-7233-7980-963f-260870a6e200,brand,Timor,41,0,3,0,editorial_promotion_required
P4,catalog,0,a51650d1-7ee7-7715-bbe1-7414fb7cabef,brand,Tomcar,39,0,3,0,editorial_promotion_required
P4,catalog,0,42f0aeb0-9815-76a2-8404-4801104737e0,brand,Tommykaira,37,0,3,0,editorial_promotion_required
P4,catalog,0,d2269802-1308-75b1-a8f6-b3eff3152b6d,brand,Toyopet,37,0,3,0,editorial_promotion_required
P4,catalog,0,c07143ed-efee-7d47-b0b1-c696a6e5a468,brand,Toyota,37,0,3,0,editorial_promotion_required
P4,catalog,0,5a406283-119c-76de-b61e-3ff77b98c90e,brand,Trabant,40,0,3,0,editorial_promotion_required
P4,catalog,0,b0ec4931-7984-74b8-b702-d272a0feefc5,brand,Tramontana,39,0,3,0,editorial_promotion_required
P4,catalog,0,48a8eb75-a625-7c28-a846-ae49066f2c2b,brand,Trekka,39,0,3,0,editorial_promotion_required
P4,catalog,0,a035a344-9177-7d75-919e-fba65df60922,brand,Triumph,38,0,3,0,editorial_promotion_required
P4,catalog,0,f923119a-8332-7195-b7f4-bb38f0d84945,brand,Troller,38,0,3,0,editorial_promotion_required
P4,catalog,0,2bb2a287-08f3-7e22-8c20-403d3884521e,brand,Tucker,37,0,3,0,editorial_promotion_required
P4,catalog,0,481ccb57-9766-73b9-a838-053f2452aacb,brand,Turner,38,0,3,0,editorial_promotion_required
P4,catalog,0,9cbac31f-a1b0-78d9-a987-73012e4c5abd,brand,Tushek,40,0,3,0,editorial_promotion_required
P4,catalog,0,45856902-2544-7d2c-96c7-ef677ced037a,brand,UMM,6,0,3,0,editorial_promotion_required
P4,catalog,0,f0cd661a-3806-7bf8-8b20-589bc6ac3ddd,brand,UNIC,38,0,3,0,editorial_promotion_required
P4,catalog,0,fe60c35b-b12a-7e78-b6c9-287809edb2c9,brand,Ultima,38,0,3,0,editorial_promotion_required
P4,catalog,0,9ea0a822-767b-7dc5-a667-9c0f68e2dfaa,brand,Uri,39,0,3,0,editorial_promotion_required
P4,catalog,0,bc4dda6b-a966-78cc-90a8-1ac2c7d1bfb9,brand,VUHL,37,0,3,0,editorial_promotion_required
P4,catalog,0,bd1260c9-715e-70ad-81fa-f271b2d566e1,brand,Vanden Plas,38,0,3,0,editorial_promotion_required
P4,catalog,0,0c73f8c8-671e-7d27-ae67-965572b5c56b,brand,Vauxhall,19,0,3,0,editorial_promotion_required
P4,catalog,0,cc8d36f2-072d-7f50-b617-dfd475be3b2f,brand,Vayve Mobility,32,0,3,0,editorial_promotion_required
P4,catalog,0,14388b3f-4303-7ad1-9a9b-e3c0d4d8cb9d,brand,Vector,37,0,3,0,editorial_promotion_required
P4,catalog,0,8cf0784c-3335-77b2-b0e6-9dc9ea3be5ee,brand,Velorex,40,0,3,0,editorial_promotion_required
P4,catalog,0,61542797-b9b0-73b2-8a78-5e7c38afe22d,brand,Vemag,4,0,3,0,editorial_promotion_required
P4,catalog,0,3a78c737-e45b-7772-a873-87303cb604f6,brand,Vencer,39,0,3,0,editorial_promotion_required
P4,catalog,0,e9192936-23a3-7070-8575-6b8ca0b28fde,brand,VinFast,3,0,3,0,editorial_promotion_required
P4,catalog,0,509fd791-ea2b-7730-80bd-72d1a2368048,brand,Voisin,38,0,3,0,editorial_promotion_required
P3,complete,100.0,01a010d9-28c3-7fc4-9f3a-3e300e1d1b76,brand,Volkswagen,62,3,3,3,
P4,catalog,0,b6256d7a-7231-7226-97b2-0dc0fdc59327,brand,Volvo,39,0,3,0,editorial_promotion_required
P4,catalog,0,0d96dd0a-0665-771c-b610-1612e001e1f7,brand,Voyah,39,0,3,0,editorial_promotion_required
P4,catalog,0,66a07734-0f81-7f54-a34e-e68f977b78db,brand,W Motors,41,0,3,0,editorial_promotion_required
P4,catalog,0,88be998a-c96a-714f-b4e8-4f8e3afd94e2,brand,Wallyscar,39,0,3,0,editorial_promotion_required
P4,catalog,0,1d300558-3899-7791-8b17-343fc6e4bf75,brand,Wanderer,38,0,3,0,editorial_promotion_required
P4,catalog,0,14cbd1f9-f7c3-7be6-aa74-7df07304b4ea,brand,Wartburg,40,0,3,0,editorial_promotion_required
P4,catalog,0,881d4843-085b-7c17-be61-eb7599fcfa84,brand,Warwick,38,0,3,0,editorial_promotion_required
P4,catalog,0,6194f306-ff2e-7b2d-9bf8-41f7775be531,brand,Wey,39,0,3,0,editorial_promotion_required
P4,catalog,0,4b6637a6-4e5d-7478-b629-5b55a7ba262b,brand,Willys,37,0,3,0,editorial_promotion_required
P4,catalog,0,e70c59c9-e1bb-795d-abfd-f9c573aff0c1,brand,Wolseley,24,0,3,0,editorial_promotion_required
P4,catalog,0,8c4587be-b30f-768e-9035-0d0f216149d4,brand,Wuling,39,0,3,0,editorial_promotion_required
P4,catalog,0,8afe26d4-de69-7ddd-bc64-4d407bd98034,brand,XPeng,39,0,3,0,editorial_promotion_required
P4,catalog,0,843c3456-ede9-7241-8c4a-0ea06ef10b7a,brand,Xiaomi Auto,39,0,3,0,editorial_promotion_required
P4,catalog,0,209f3cdb-19d0-7426-9773-3632377ffbbf,brand,Yangwang,39,0,3,0,editorial_promotion_required
P4,catalog,0,e335376e-b78d-705e-8d6b-a5555b122811,brand,Yugo,40,0,3,0,editorial_promotion_required
P4,catalog,0,de26ef47-a3ea-7a83-8413-8e669dfdd329,brand,Yulon,39,0,3,0,editorial_promotion_required
P4,catalog,0,d4df7643-63c5-7321-b302-2c54769ecb71,brand,ZAZ,40,0,3,0,editorial_promotion_required
P4,catalog,0,a9180aab-3b19-71d0-bac4-46c86011b14e,brand,ZIL,40,0,3,0,editorial_promotion_required
P4,catalog,0,6672beac-ed06-7ad5-8882-c4d26518e44a,brand,Zanella,38,0,3,0,editorial_promotion_required
P4,catalog,0,44fdaabf-5a75-700b-b76e-8f55b39a8223,brand,Zastava,40,0,3,0,editorial_promotion_required
P4,catalog,0,0d752890-f19b-79c5-8ef2-b5532b273a4b,brand,Zeekr,39,0,3,0,editorial_promotion_required
P4,catalog,0,6e105af3-d98b-7090-a17d-c6b334b240ac,brand,Zeta,39,0,3,0,editorial_promotion_required
P4,catalog,0,333eb565-ffaa-7eb3-b936-b78516ab8425,brand,Zotye,39,0,3,0,editorial_promotion_required
P2,substantial,76.7,01a01028-5453-7cda-9d69-1cfa772774a4,brand,ŠKODA,46,1,3,1,connected_statements<3
P2,substantial,76.7,01a01016-ea4d-7b16-b9c2-81254d105884,circuit,Circuit de la Sarthe,51,1,3,1,connected_statements<3
P2,substantial,76.7,01a01031-ec56-7026-8f42-c95dbfb5b8ef,circuit,Circuit de la Sarthe — A.C.F. 1906 triangular road circuit,56,1,3,1,connected_statements<3
P3,complete,100,01a01016-ea4e-7f56-aca9-09797b86bd52,circuit,Nürburgring,109,8,3,8,
P2,substantial,76.7,01a01016-ea4d-71fc-b653-216f90f54ef0,circuit,Österreichring,46,1,3,1,connected_statements<3
P2,substantial,76.7,01a01016-ea4e-70a2-8fb1-324442f3855e,circuit_layout,Nürburgring Gesamtstrecke (1927),44,1,3,1,connected_statements<3
P3,complete,100.0,01a01016-ea4e-7180-ac81-89b804c1c48c,circuit_layout,Nürburgring Grand Prix Circuit (1984),79,3,3,3,
P3,complete,100.0,01a01016-ea4e-75e3-b52c-1bde5e573967,circuit_layout,Nürburgring Grand Prix Circuit with AMG Arena (2002),75,3,3,3,
P2,substantial,88.3,01a01016-ea4e-7868-a606-c18990d151ef,circuit_layout,Nürburgring Nordschleife (1927 configuration),60,2,3,2,connected_statements<3
P2,substantial,88.3,01a01016-ea4e-7d21-a0c1-407b6fcdf8c0,circuit_layout,Nürburgring Nordschleife (current 20.832 km configuration),56,2,3,2,connected_statements<3
P2,substantial,76.7,01a01016-ea4e-759c-979a-f1fee34cdd1a,circuit_layout,Nürburgring Südschleife (1927 configuration),45,1,3,1,connected_statements<3
P2,substantial,76.7,01a01016-ea4d-70ad-9d98-ec4638835a98,competition,1000 km Zeltweg,49,1,3,1,connected_statements<3
P2,substantial,76.7,01a01016-ea4d-7088-9b79-91395007804f,competition,24 Hours of Le Mans,53,1,3,1,connected_statements<3
P2,substantial,76.7,01a01031-ec56-7c19-9de6-f43ac5fe3a8d,competition,Grand Prix de l'Automobile Club de France,54,1,3,1,connected_statements<3
P2,substantial,76.7,01a01031-ec54-7765-8676-dfba2591b206,competition,Vanderbilt Cup,47,1,3,1,connected_statements<3
P2,substantial,76.7,01a01031-ec58-7735-af62-ffc520fbf15f,component,Benz Bz II aeroengine,54,1,3,1,connected_statements<3
P2,substantial,76.7,01a01031-ec58-760c-b035-fed66d3ca49e,component,Benz Bz III aeroengine,54,1,3,1,connected_statements<3
P3,complete,100.0,01a0102f-074c-788b-98f2-f41343dfe75e,component,De Dion-Bouton single-cylinder petroleum engine (1895),68,3,3,3,
P2,substantial,88.3,01a010d9-28c4-716e-bc50-0fb0399bf53b,component,Ferrari 125 S 1.5-litre V12,60,2,3,2,connected_statements<3
P2,substantial,76.7,01a01016-ea4c-730d-b48d-0dc661cb9d75,component,Gurgel Enertron,47,1,3,1,connected_statements<3
P2,substantial,88.3,01a01031-ec59-7816-bdcd-ed7a27d3e552,component,Mercedes DF 100 aeroengine,59,2,3,2,connected_statements<3
P2,substantial,88.3,01a01016-ea4d-7173-829c-002efcbf4c38,component,Porsche Type 912 twelve-cylinder engine,59,2,3,2,connected_statements<3
P2,substantial,76.7,3df74a75-d76d-70ae-a2f0-4aec89ac8daf,component,Refrigeração do Panhard-Levassor Type M2E,38,1,3,1,connected_statements<3
P2,substantial,76.7,2ba77ee0-f85e-7f2b-ae11-db03b3c3c6da,component,Transmissão do Panhard-Levassor Type M2E,36,1,3,1,connected_statements<3
P3,complete,100.0,01a01031-ec55-70a4-8dae-dee294f5e1f7,entry,1904 Vanderbilt Cup #7 — George Heath / Panhard,47,6,6,6,
P3,complete,100,01a01031-ec56-7459-925c-fc864c0e340e,entry,1906 Grand Prix de l'A.C.F. #3A — Ferenc Szisz / Renault,53,7,6,7,
P3,complete,100,01a01016-ea4d-763b-928f-bb7bfad13e74,entry,1969 Zeltweg — Porsche 917 — Siffert/Ahrens,49,7,6,7,
P3,complete,100,01a01016-ea4d-7cd5-8a06-6def3265e1cf,entry,1970 Le Mans #23 — Porsche 917 K 917-023 — Attwood/Herrmann,69,9,6,9,
P2,substantial,88.3,01a0102a-57ec-7533-8dfc-71b7915ff474,event,1903 Cadillac Runabout production,51,2,3,2,connected_statements<3
P3,complete,100.0,01a01031-ec54-75b7-8d10-769da4a06663,event,1904 Vanderbilt Cup,68,3,3,3,
P3,complete,100,01a01031-ec56-764c-9194-9ca5ae080c40,event,1906 Grand Prix de l'A.C.F.,92,4,3,4,
P2,substantial,88.3,01a01030-3317-7466-80ec-39222e8361c6,event,1907 Scottish Reliability Trial — Silver Ghost,58,2,3,2,connected_statements<3
P3,complete,100,01a01016-ea4e-7aa6-862f-899f0079b924,event,1969 1000 km Zeltweg,74,4,3,4,
P3,complete,100,01a01016-ea4e-7244-a75a-690d8a4f8edf,event,1970 24 Hours of Le Mans,85,4,3,4,
P2,substantial,88.3,01a01028-5452-7984-a677-cae2588541ef,event,Audi quattro Geneva Motor Show debut,52,2,3,2,connected_statements<3
P2,substantial,88.3,01a01028-5452-7bc8-9013-247b98fe75fb,event,Audi quattro motorsport debut at Jänner Rally,53,2,3,2,connected_statements<3
P2,substantial,88.3,01a010d9-28cb-7dae-9c22-7489eed09176,event,Automotive assembly begins at Rosslyn site,54,2,3,2,connected_statements<3
P3,complete,100.0,01a010d9-28cb-7303-9fce-ea0dbef53522,event,BMW establishes full manufacturing presence at Rosslyn,62,3,3,3,
P2,substantial,88.3,01a010d9-28ca-7762-8d30-af4b0193d715,event,BYD F3DM market launch in Shenzhen,52,2,3,2,connected_statements<3
P2,substantial,88.3,01a0102f-074d-7574-9e5c-ff32d4227e5c,event,Benz Velo enters sales range,51,2,3,2,connected_statements<3
P2,substantial,88.3,01a01028-5456-7f92-afb3-3e6cd57783fd,event,Bugatti EB110 unveiling in Paris,51,2,3,2,connected_statements<3
P3,complete,100.0,01a01028-5456-76da-8982-4905ccbf0b30,event,Bugatti revival under Volkswagen Group,57,3,3,3,
P3,complete,100.0,01a01030-3319-7573-953d-cb542fc356d1,event,Cadillac receives 1908 Dewar Trophy for interchangeable parts,66,3,3,3,
P3,complete,100.0,01a01028-5441-7c65-aa68-269559994d5f,event,Carl Benz patent application for gas-engine motor car,63,3,3,3,
P3,complete,100.0,01a0102a-57ea-7aa8-80fc-653065bd9612,event,Charles Rolls and Henry Royce first meeting,60,3,3,3,
P2,substantial,88.3,01a01030-3317-71e8-b47b-d6d71c9de497,event,Chassis 60551 presented as 'The Silver Ghost',58,2,3,2,connected_statements<3
P2,substantial,88.3,01a010d9-28c2-7260-aa5e-65428e9cc6f8,event,Citroën Traction Avant presentation,51,2,3,2,connected_statements<3
P2,substantial,88.3,01a010d9-28c6-7f1e-8bfe-7d3a6d69d455,event,Classic Mini public unveiling,50,2,3,2,connected_statements<3
P2,substantial,88.3,01a01016-ea4d-7440-b02a-c7e60a99d201,event,Completion of Porsche 917-001,50,2,3,2,connected_statements<3
P3,complete,100.0,01a01031-ec59-7956-a6ef-874452cda59f,event,DMG DC commercial vehicle range altered for wartime production,64,3,3,3,
P2,substantial,88.3,01a0102a-57e6-7bae-9eec-9b525b9dea1b,event,Daimler Motorized Carriage completed,52,2,3,2,connected_statements<3
P2,substantial,88.3,01a0102f-074a-73ea-9009-a834a038c629,event,Daimler grants French engine manufacturing rights to Panhard & Levassor,58,2,3,2,connected_statements<3
P3,complete,100.0,01a0102f-074c-72c4-827a-194d2afb76c7,event,De Dion-Bouton single-cylinder engine developed,62,3,3,3,
P2,substantial,88.3,01a01016-ea4c-7811-8273-49e04e67d96d,event,End of BR-800 production,50,2,3,2,connected_statements<3
